State,Survey Year,Age,Past Month Illicit Drug Use (total),Past Year Marijuana Use (total),Past Month Marijuana Use (total),Past Year Cocaine Use (total),Past Month Alcohol Use (total),Past Month Binge Alcohol Use (total),Past Month Cigarette Use (total),First Use of Marijuana (total),Past Month Illicit Drug Use Other Than Marijuana (total),Past Year Heroin Use (total),Past Year Methamphetamine Use (total),Past Year Misuse of Pain Relievers (total),Illicit Drug Use Disorder (total),Pain Reliever Use Disorder (total),Alcohol Use Disorder (total),Substance Use Disorder (total),Past Month Illicit Drug Use %,Past Year Marijuana Use %,Past Month Marijuana Use %,Past Year Cocaine Use %,Past Month Alcohol Use %,Past Month Binge Alcohol Use %,Past Month Cigarette Use %,First Use of Marijuana %,Past Month Illicit Drug Use Other Than Marijuana %,Past Year Heroin Use %,Past Year Methamphetamine Use %,Past Year Misuse of Pain Relievers %,Illicit Drug Use Disorder %,Pain Reliever Use Disorder %,Alcohol Use Disorder %,Substance Use Disorder %
Hawaii,2017,18+,104.0,141.0,88.0,21.0,515.0,233.0,155.0,7.0,29.0,3.0,8.0,36.0,24.0,5.0,59.0,75.0,9.78,13.29,8.31,1.99,48.46,21.88,14.61,1.36,2.69,0.26,0.79,3.38,2.26,0.46,5.51,7.03
Hawaii,2017,18-25,25.0,35.0,22.0,7.0,71.0,44.0,29.0,5.0,8.0,1.0,1.0,8.0,8.0,1.0,14.0,20.0,19.26,27.14,17.45,5.22,55.13,34.09,22.95,8.87,6.17,0.56,0.94,6.27,6.57,0.58,11.26,15.37
Hawaii,2017,26+,79.0,106.0,66.0,14.0,444.0,189.0,126.0,2.0,21.0,2.0,7.0,28.0,16.0,4.0,44.0,55.0,8.48,11.39,7.06,1.55,47.54,20.19,13.45,0.44,2.21,0.22,0.77,2.99,1.67,0.44,4.72,5.88
Hawaii,2018,12+,119.0,165.0,102.0,24.0,547.0,264.0,152.0,10.0,33.0,3.0,11.0,36.0,29.0,6.0,61.0,80.0,10.26,14.29,8.8,2.1,47.23,22.79,13.11,2.02,2.82,0.27,0.96,3.13,2.49,0.49,5.27,6.88
Hawaii,2018,12-17,6.0,11.0,5.0,0.0,7.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,6.5,11.2,5.31,0.35,7.18,3.95,2.18,6.09,2.24,0.06,0.18,2.28,2.89,0.52,2.19,4.04
Hawaii,2018,18+,112.0,155.0,97.0,24.0,540.0,260.0,150.0,6.0,30.0,3.0,11.0,34.0,26.0,5.0,59.0,76.0,10.6,14.56,9.11,2.25,50.83,24.48,14.08,1.39,2.87,0.29,1.03,3.21,2.46,0.48,5.55,7.13
Hawaii,2018,18-25,23.0,35.0,21.0,7.0,69.0,44.0,25.0,5.0,8.0,0.0,1.0,7.0,8.0,1.0,14.0,19.0,18.62,28.28,16.7,6.02,55.53,35.76,19.77,7.71,6.23,0.38,0.91,5.93,6.6,0.52,11.6,15.46
Hawaii,2018,26+,89.0,120.0,76.0,16.0,471.0,216.0,125.0,1.0,23.0,3.0,10.0,27.0,18.0,4.0,45.0,57.0,9.52,12.73,8.09,1.75,50.19,22.97,13.32,0.51,2.42,0.27,1.05,2.85,1.91,0.48,4.74,6.02
Hawaii,2019,12+,136.0,182.0,117.0,28.0,533.0,268.0,163.0,11.0,39.0,3.0,15.0,39.0,36.0,6.0,69.0,93.0,11.81,15.77,10.12,2.41,46.13,23.17,14.1,2.06,3.41,0.26,1.3,3.41,3.11,0.56,5.93,8.06
Hawaii,2019,12-17,7.0,11.0,6.0,0.0,6.0,3.0,1.0,4.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,7.09,11.92,6.29,0.43,5.97,3.41,1.52,5.7,2.09,0.02,0.07,1.85,2.86,0.33,1.77,3.75
Hawaii,2019,18+,130.0,171.0,111.0,27.0,528.0,265.0,162.0,6.0,37.0,3.0,15.0,38.0,33.0,6.0,67.0,90.0,12.24,16.12,10.47,2.59,49.75,24.95,15.23,1.48,3.53,0.28,1.42,3.55,3.14,0.58,6.31,8.45
Hawaii,2019,18-25,25.0,36.0,23.0,7.0,61.0,39.0,18.0,4.0,8.0,0.0,1.0,6.0,9.0,1.0,15.0,20.0,20.89,29.57,18.77,6.12,50.13,32.35,15.27,6.53,7.03,0.18,0.93,4.95,7.56,0.54,12.45,16.58
Hawaii,2019,26+,104.0,135.0,88.0,20.0,467.0,225.0,143.0,2.0,29.0,3.0,14.0,32.0,24.0,6.0,52.0,70.0,11.11,14.38,9.38,2.13,49.69,23.98,15.22,0.74,3.08,0.3,1.48,3.37,2.57,0.59,5.51,7.4
Idaho,2013,12+,89.0,127.0,72.0,15.0,625.0,254.0,275.0,,,,,,,,,,6.84,9.82,5.53,1.12,48.19,19.59,21.23,,,,,,,,,
Idaho,2013,12-17,11.0,18.0,8.0,1.0,16.0,10.0,10.0,,,,,,,,,,7.56,12.53,5.61,0.49,11.27,6.95,6.76,,,,,,,,,
Idaho,2013,18+,78.0,110.0,64.0,14.0,609.0,244.0,266.0,,,,,,,,,,6.76,9.49,5.52,1.2,52.68,21.13,22.99,,,,,,,,,
Idaho,2013,18-25,28.0,44.0,24.0,6.0,86.0,56.0,52.0,,,,,,,,,,16.03,25.18,14.05,3.34,49.53,32.09,30.22,,,,,,,,,
Idaho,2013,26+,50.0,66.0,40.0,8.0,523.0,189.0,214.0,,,,,,,,,,5.13,6.74,4.03,0.83,53.22,19.21,21.73,,,,,,,,,
Idaho,2014,12+,102.0,152.0,83.0,13.0,620.0,264.0,270.0,,,,,,,,,,7.77,11.58,6.34,0.96,47.12,20.03,20.52,,,,,,,,,
Idaho,2014,12-17,12.0,20.0,9.0,1.0,15.0,9.0,9.0,,,,,,,,,,8.36,14.14,6.39,0.44,10.79,6.1,6.03,,,,,,,,,
Idaho,2014,18+,90.0,132.0,74.0,12.0,605.0,255.0,261.0,,,,,,,,,,7.7,11.27,6.34,1.02,51.54,21.72,22.28,,,,,,,,,
Idaho,2014,18-25,28.0,47.0,25.0,5.0,87.0,57.0,49.0,,,,,,,,,,16.2,26.98,14.28,3.11,50.04,32.89,28.44,,,,,,,,,
Idaho,2014,26+,62.0,85.0,50.0,7.0,518.0,198.0,212.0,,,,,,,,,,6.23,8.55,4.96,0.66,51.8,19.79,21.21,,,,,,,,,
Idaho,2015,12+,,152.0,85.0,14.0,595.0,,237.0,16.0,,4.0,,,,,81.0,,,11.4,6.34,1.04,44.54,,17.71,1.82,,0.27,,,,,6.05,
Idaho,2015,12-17,,19.0,9.0,1.0,15.0,,7.0,7.0,,0.0,,,,,4.0,,,13.31,6.51,0.57,10.25,,5.04,5.5,,0.1,,,,,2.98,
Idaho,2015,18+,,133.0,75.0,13.0,581.0,,230.0,8.0,,3.0,,,,,77.0,,,11.17,6.32,1.09,48.72,,19.26,1.12,,0.29,,,,,6.42,
Idaho,2015,18-25,,45.0,24.0,6.0,83.0,,42.0,7.0,,1.0,,,,,21.0,,,25.66,13.69,3.59,47.5,,23.99,6.13,,0.61,,,,,11.89,
Idaho,2015,26+,,88.0,51.0,7.0,498.0,,188.0,2.0,,2.0,,,,,56.0,,,8.68,5.06,0.67,48.93,,18.45,0.25,,0.24,,,,,5.48,
Idaho,2016,12+,123.0,158.0,94.0,17.0,607.0,284.0,234.0,15.0,45.0,4.0,,69.0,38.0,12.0,75.0,104.0,9.02,11.62,6.93,1.26,44.62,20.87,17.17,1.8,3.31,0.33,,5.09,2.81,0.85,5.54,7.63
Idaho,2016,12-17,12.0,17.0,8.0,1.0,13.0,7.0,7.0,6.0,4.0,0.0,,6.0,5.0,1.0,4.0,8.0,7.94,11.73,5.77,0.83,8.93,4.95,4.49,4.2,2.95,0.09,,4.08,3.46,0.57,2.56,5.39
Idaho,2016,18+,111.0,141.0,86.0,16.0,594.0,277.0,227.0,9.0,41.0,4.0,,63.0,33.0,11.0,72.0,96.0,9.15,11.61,7.07,1.31,48.95,22.81,18.71,1.31,3.35,0.35,,5.21,2.73,0.88,5.9,7.9
Idaho,2016,18-25,31.0,44.0,26.0,7.0,84.0,56.0,43.0,7.0,12.0,1.0,,17.0,12.0,3.0,19.0,25.0,17.63,25.36,14.7,3.84,47.92,31.87,24.66,6.28,7.11,0.64,,9.77,6.79,1.45,10.7,14.23
Idaho,2016,26+,80.0,97.0,60.0,9.0,510.0,221.0,184.0,2.0,28.0,3.0,,46.0,21.0,8.0,53.0,71.0,7.72,9.3,5.79,0.88,49.13,21.28,17.71,0.39,2.72,0.31,,4.45,2.05,0.79,5.09,6.83
Idaho,2017,12+,125.0,175.0,106.0,19.0,646.0,302.0,253.0,16.0,42.0,5.0,12.0,59.0,36.0,11.0,82.0,108.0,9.02,12.62,7.62,1.37,46.47,21.7,18.24,2.01,2.99,0.33,0.87,4.25,2.63,0.76,5.9,7.79
Idaho,2017,12-17,11.0,18.0,9.0,1.0,14.0,8.0,7.0,7.0,4.0,0.0,0.0,5.0,5.0,1.0,3.0,7.0,7.67,12.0,6.34,0.66,9.07,5.07,4.35,4.68,2.59,0.06,0.33,3.45,3.1,0.58,2.31,4.65
Idaho,2017,18+,114.0,157.0,96.0,18.0,632.0,294.0,247.0,9.0,38.0,4.0,12.0,54.0,32.0,10.0,78.0,101.0,9.19,12.7,7.78,1.45,50.99,23.71,19.92,1.46,3.04,0.36,0.94,4.34,2.57,0.79,6.33,8.18
Idaho,2017,18-25,31.0,50.0,28.0,8.0,88.0,58.0,48.0,7.0,11.0,1.0,3.0,13.0,11.0,2.0,18.0,23.0,17.59,28.4,16.07,4.24,49.44,32.82,27.15,7.18,5.99,0.58,1.57,7.2,5.94,1.07,10.39,13.18
Idaho,2017,26+,83.0,107.0,68.0,10.0,544.0,236.0,199.0,2.0,27.0,3.0,9.0,41.0,21.0,8.0,60.0,78.0,7.79,10.09,6.4,0.99,51.25,22.2,18.72,0.42,2.55,0.32,0.83,3.87,2.01,0.74,5.65,7.34
Idaho,2018,12+,134.0,196.0,117.0,19.0,644.0,308.0,245.0,15.0,38.0,4.0,11.0,64.0,35.0,12.0,78.0,105.0,9.44,13.78,8.21,1.37,45.23,21.67,17.18,1.99,2.64,0.32,0.79,4.47,2.45,0.81,5.46,7.35
Idaho,2018,12-17,11.0,19.0,10.0,1.0,12.0,7.0,6.0,7.0,4.0,0.0,0.0,5.0,4.0,1.0,3.0,6.0,7.45,12.29,6.28,0.55,7.84,4.83,3.75,5.47,2.41,0.06,0.24,3.51,2.82,0.5,1.75,3.97
Idaho,2018,18+,123.0,177.0,107.0,19.0,632.0,301.0,239.0,8.0,34.0,4.0,11.0,58.0,31.0,11.0,75.0,99.0,9.68,13.96,8.45,1.46,49.73,23.69,18.8,1.27,2.67,0.35,0.86,4.58,2.41,0.85,5.91,7.76
Idaho,2018,18-25,32.0,51.0,30.0,7.0,85.0,55.0,42.0,7.0,9.0,1.0,2.0,10.0,10.0,2.0,18.0,23.0,17.49,28.29,16.49,3.96,47.11,30.19,22.99,6.4,4.86,0.51,1.26,5.64,5.33,0.96,9.92,12.86
Idaho,2018,26+,91.0,126.0,78.0,11.0,547.0,247.0,197.0,1.0,25.0,3.0,9.0,48.0,21.0,9.0,57.0,75.0,8.38,11.58,7.11,1.05,50.17,22.62,18.11,0.32,2.3,0.32,0.79,4.41,1.92,0.83,5.24,6.91
Idaho,2019,12+,148.0,205.0,125.0,20.0,677.0,324.0,228.0,17.0,39.0,4.0,12.0,60.0,39.0,9.0,79.0,107.0,10.15,14.03,8.57,1.36,46.4,22.2,15.62,2.25,2.65,0.3,0.81,4.1,2.67,0.62,5.41,7.33
Idaho,2019,12-17,12.0,19.0,9.0,1.0,12.0,7.0,4.0,8.0,3.0,0.0,0.0,4.0,5.0,1.0,3.0,7.0,7.5,12.04,5.9,0.57,7.94,4.79,2.87,5.43,2.24,0.03,0.26,2.76,3.3,0.41,1.7,4.47
Idaho,2019,18+,136.0,186.0,116.0,19.0,664.0,316.0,223.0,10.0,35.0,4.0,11.0,55.0,34.0,8.0,76.0,100.0,10.47,14.27,8.89,1.46,50.99,24.28,17.15,1.59,2.7,0.33,0.88,4.26,2.6,0.65,5.86,7.67
Idaho,2019,18-25,37.0,53.0,33.0,7.0,91.0,57.0,32.0,7.0,10.0,1.0,2.0,10.0,12.0,1.0,19.0,25.0,20.04,28.99,18.21,4.01,49.48,30.8,17.44,6.9,5.2,0.36,1.27,5.43,6.47,0.8,10.18,13.81
Idaho,2019,26+,100.0,133.0,82.0,12.0,574.0,260.0,191.0,3.0,26.0,4.0,9.0,46.0,22.0,7.0,58.0,75.0,8.9,11.85,7.36,1.04,51.24,23.22,17.1,0.6,2.28,0.33,0.81,4.07,1.96,0.62,5.15,6.67
Illinois,2013,12+,934.0,1247.0,744.0,183.0,5935.0,2845.0,2426.0,,,,,,,,,,8.73,11.66,6.95,1.71,55.48,26.59,22.68,,,,,,,,,
Illinois,2013,12-17,85.0,132.0,65.0,5.0,129.0,71.0,62.0,,,,,,,,,,8.14,12.61,6.26,0.46,12.37,6.82,5.89,,,,,,,,,
Illinois,2013,18+,849.0,1115.0,678.0,178.0,5806.0,2773.0,2364.0,,,,,,,,,,8.8,11.56,7.03,1.84,60.16,28.74,24.5,,,,,,,,,
Illinois,2013,18-25,311.0,438.0,280.0,54.0,891.0,615.0,462.0,,,,,,,,,,22.28,31.43,20.07,3.86,63.9,44.13,33.13,,,,,,,,,
Illinois,2013,26+,538.0,677.0,398.0,124.0,4915.0,2158.0,1902.0,,,,,,,,,,6.52,8.2,4.82,1.5,59.52,26.14,23.04,,,,,,,,,
Illinois,2014,12+,1024.0,1305.0,819.0,184.0,5959.0,2831.0,2358.0,,,,,,,,,,9.55,12.16,7.64,1.72,55.55,26.39,21.99,,,,,,,,,
Illinois,2014,12-17,88.0,125.0,70.0,6.0,114.0,57.0,51.0,,,,,,,,,,8.54,12.07,6.75,0.54,10.98,5.54,4.96,,,,,,,,,
Illinois,2014,18+,935.0,1180.0,750.0,179.0,5846.0,2774.0,2307.0,,,,,,,,,,9.65,12.17,7.73,1.85,60.31,28.62,23.81,,,,,,,,,
Illinois,2014,18-25,314.0,434.0,274.0,63.0,857.0,571.0,441.0,,,,,,,,,,22.5,31.12,19.62,4.51,61.47,40.96,31.63,,,,,,,,,
Illinois,2014,26+,622.0,746.0,476.0,116.0,4988.0,2202.0,1866.0,,,,,,,,,,7.49,8.99,5.74,1.4,60.12,26.54,22.49,,,,,,,,,
Illinois,2015,12+,,1339.0,850.0,194.0,5826.0,,2195.0,111.0,,36.0,,,,,649.0,,,12.47,7.91,1.8,54.25,,20.44,1.81,,0.33,,,,,6.05,
Illinois,2015,12-17,,118.0,67.0,6.0,101.0,,45.0,42.0,,1.0,,,,,25.0,,,11.53,6.55,0.6,9.88,,4.4,4.59,,0.11,,,,,2.42,
Illinois,2015,18+,,1221.0,783.0,187.0,5725.0,,2150.0,68.0,,35.0,,,,,624.0,,,12.56,8.06,1.93,58.93,,22.14,1.33,,0.36,,,,,6.43,
Illinois,2015,18-25,,444.0,273.0,67.0,840.0,,400.0,56.0,,9.0,,,,,168.0,,,31.96,19.63,4.81,60.53,,28.8,7.97,,0.68,,,,,12.07,
Illinois,2015,26+,,777.0,510.0,121.0,4884.0,,1751.0,12.0,,25.0,,,,,457.0,,,9.33,6.13,1.45,58.66,,21.02,0.29,,0.31,,,,,5.49,
Illinois,2016,12+,997.0,1320.0,847.0,186.0,5726.0,2814.0,2009.0,114.0,348.0,27.0,,435.0,277.0,68.0,601.0,810.0,9.3,12.31,7.9,1.74,53.41,26.25,18.74,1.84,3.25,0.25,,4.06,2.59,0.63,5.6,7.55
Illinois,2016,12-17,82.0,121.0,68.0,5.0,98.0,60.0,40.0,45.0,26.0,0.0,,41.0,33.0,7.0,23.0,53.0,8.05,11.87,6.71,0.53,9.66,5.92,3.93,5.04,2.54,0.04,,3.99,3.21,0.66,2.25,5.21
Illinois,2016,18+,916.0,1199.0,779.0,181.0,5628.0,2754.0,1969.0,69.0,323.0,27.0,,395.0,245.0,61.0,578.0,757.0,9.43,12.36,8.03,1.87,57.99,28.38,20.29,1.3,3.32,0.27,,4.07,2.52,0.63,5.96,7.8
Illinois,2016,18-25,321.0,447.0,287.0,68.0,834.0,591.0,363.0,56.0,118.0,7.0,,113.0,88.0,11.0,150.0,203.0,23.37,32.55,20.87,4.92,60.76,43.08,26.46,7.9,8.57,0.49,,8.22,6.44,0.83,10.91,14.78
Illinois,2016,26+,595.0,753.0,492.0,113.0,4794.0,2163.0,1606.0,14.0,205.0,20.0,,282.0,156.0,50.0,428.0,554.0,7.14,9.03,5.91,1.36,57.53,25.96,19.28,0.31,2.46,0.24,,3.38,1.87,0.6,5.14,6.65
Illinois,2017,12+,1076.0,1482.0,944.0,208.0,5842.0,2949.0,1948.0,124.0,342.0,27.0,30.0,396.0,278.0,62.0,669.0,855.0,10.05,13.83,8.81,1.94,54.53,27.53,18.19,2.1,3.19,0.25,0.28,3.7,2.59,0.58,6.25,7.98
Illinois,2017,12-17,84.0,134.0,69.0,5.0,104.0,58.0,31.0,50.0,24.0,0.0,1.0,33.0,30.0,6.0,24.0,47.0,8.34,13.34,6.89,0.48,10.33,5.72,3.13,5.84,2.4,0.04,0.09,3.24,2.94,0.55,2.39,4.67
Illinois,2017,18+,992.0,1348.0,875.0,203.0,5738.0,2892.0,1917.0,74.0,318.0,27.0,29.0,363.0,248.0,56.0,645.0,808.0,10.22,13.88,9.01,2.09,59.12,29.8,19.75,1.47,3.27,0.27,0.3,3.74,2.56,0.58,6.65,8.32
Illinois,2017,18-25,348.0,477.0,318.0,79.0,807.0,581.0,319.0,58.0,124.0,6.0,5.0,96.0,92.0,11.0,164.0,217.0,25.72,35.26,23.51,5.84,59.68,42.92,23.57,8.45,9.19,0.45,0.39,7.12,6.81,0.81,12.16,16.03
Illinois,2017,26+,644.0,870.0,557.0,124.0,4930.0,2311.0,1598.0,16.0,194.0,21.0,24.0,267.0,156.0,45.0,481.0,591.0,7.71,10.42,6.66,1.49,59.02,27.67,19.13,0.41,2.32,0.25,0.28,3.2,1.87,0.54,5.76,7.07
Illinois,2018,12+,1179.0,1635.0,1033.0,239.0,5992.0,2989.0,1786.0,127.0,348.0,26.0,38.0,336.0,303.0,51.0,644.0,833.0,11.01,15.27,9.64,2.23,55.97,27.92,16.68,2.22,3.25,0.24,0.36,3.14,2.83,0.47,6.01,7.78
Illinois,2018,12-17,82.0,139.0,68.0,5.0,98.0,53.0,23.0,53.0,24.0,0.0,1.0,24.0,28.0,4.0,19.0,40.0,8.27,13.94,6.86,0.5,9.86,5.36,2.27,6.27,2.39,0.03,0.13,2.44,2.84,0.39,1.95,4.04
Illinois,2018,18+,1097.0,1496.0,964.0,234.0,5894.0,2936.0,1763.0,74.0,324.0,25.0,37.0,312.0,275.0,47.0,624.0,793.0,11.29,15.41,9.93,2.41,60.69,30.23,18.15,1.52,3.33,0.26,0.38,3.21,2.83,0.48,6.43,8.16
Illinois,2018,18-25,326.0,465.0,301.0,81.0,769.0,520.0,257.0,55.0,97.0,6.0,4.0,77.0,106.0,10.0,152.0,214.0,24.51,34.93,22.59,6.07,57.8,39.05,19.3,8.02,7.28,0.45,0.33,5.78,8.0,0.74,11.4,16.08
Illinois,2018,26+,770.0,1031.0,664.0,153.0,5125.0,2416.0,1506.0,19.0,227.0,19.0,33.0,235.0,168.0,37.0,473.0,578.0,9.19,12.31,7.92,1.83,61.15,28.83,17.97,0.48,2.71,0.23,0.39,2.8,2.01,0.44,5.64,6.9
Illinois,2019,12+,1284.0,1748.0,1107.0,224.0,5907.0,2869.0,1736.0,131.0,341.0,26.0,41.0,304.0,326.0,47.0,590.0,819.0,12.04,16.38,10.38,2.1,55.35,26.88,16.26,2.33,3.2,0.24,0.38,2.84,3.05,0.44,5.53,7.67
Illinois,2019,12-17,82.0,133.0,69.0,4.0,84.0,43.0,18.0,51.0,21.0,0.0,1.0,21.0,34.0,4.0,15.0,42.0,8.28,13.55,7.01,0.4,8.55,4.34,1.88,6.04,2.16,0.01,0.14,2.16,3.47,0.42,1.53,4.25
Illinois,2019,18+,1203.0,1615.0,1038.0,220.0,5822.0,2826.0,1717.0,80.0,320.0,26.0,40.0,282.0,292.0,43.0,575.0,777.0,12.42,16.67,10.72,2.27,60.11,29.17,17.73,1.67,3.3,0.26,0.41,2.91,3.01,0.45,5.93,8.02
Illinois,2019,18-25,308.0,445.0,284.0,62.0,734.0,452.0,212.0,53.0,73.0,4.0,4.0,60.0,103.0,7.0,129.0,193.0,23.57,34.01,21.74,4.77,56.07,34.55,16.16,7.82,5.61,0.31,0.3,4.57,7.85,0.53,9.89,14.76
Illinois,2019,26+,895.0,1170.0,754.0,158.0,5089.0,2374.0,1506.0,27.0,247.0,22.0,36.0,222.0,189.0,36.0,445.0,584.0,10.68,13.96,9.0,1.88,60.74,28.33,17.97,0.68,2.94,0.26,0.43,2.66,2.25,0.43,5.31,6.97
Indiana,2013,12+,430.0,598.0,340.0,75.0,2794.0,1206.0,1393.0,,,,,,,,,,7.94,11.05,6.28,1.38,51.63,22.29,25.74,,,,,,,,,
Indiana,2013,12-17,43.0,66.0,32.0,3.0,65.0,38.0,42.0,,,,,,,,,,7.89,12.12,5.97,0.57,12.03,7.0,7.72,,,,,,,,,
Indiana,2013,18+,387.0,532.0,307.0,72.0,2729.0,1168.0,1351.0,,,,,,,,,,7.94,10.93,6.31,1.47,56.03,23.98,27.74,,,,,,,,,
Indiana,2013,18-25,147.0,232.0,130.0,30.0,461.0,300.0,265.0,,,,,,,,,,19.94,31.58,17.73,4.11,62.73,40.88,36.13,,,,,,,,,
Indiana,2013,26+,240.0,300.0,177.0,42.0,2268.0,868.0,1085.0,,,,,,,,,,5.81,7.26,4.28,1.01,54.84,20.98,26.25,,,,,,,,,
Indiana,2014,12+,497.0,700.0,410.0,66.0,2782.0,1184.0,1351.0,,,,,,,,,,9.12,12.86,7.53,1.21,51.08,21.75,24.8,,,,,,,,,
Indiana,2014,12-17,46.0,68.0,35.0,2.0,62.0,34.0,36.0,,,,,,,,,,8.48,12.56,6.52,0.46,11.44,6.27,6.59,,,,,,,,,
Indiana,2014,18+,451.0,632.0,375.0,63.0,2720.0,1150.0,1315.0,,,,,,,,,,9.19,12.9,7.64,1.29,55.45,23.45,26.81,,,,,,,,,
Indiana,2014,18-25,166.0,264.0,150.0,28.0,457.0,292.0,257.0,,,,,,,,,,22.37,35.62,20.31,3.81,61.73,39.46,34.67,,,,,,,,,
Indiana,2014,26+,285.0,369.0,224.0,35.0,2263.0,858.0,1059.0,,,,,,,,,,6.85,8.85,5.38,0.84,54.34,20.61,25.42,,,,,,,,,
Indiana,2015,12+,,760.0,477.0,68.0,2761.0,,1418.0,67.0,,15.0,,,,,325.0,,,13.88,8.72,1.24,50.44,,25.91,2.3,,0.28,,,,,5.94,
Indiana,2015,12-17,,75.0,44.0,3.0,54.0,,36.0,27.0,,1.0,,,,,14.0,,,13.83,8.08,0.51,10.06,,6.74,5.97,,0.11,,,,,2.65,
Indiana,2015,18+,,685.0,433.0,65.0,2707.0,,1382.0,39.0,,15.0,,,,,311.0,,,13.89,8.79,1.32,54.87,,28.01,1.59,,0.3,,,,,6.3,
Indiana,2015,18-25,,249.0,154.0,29.0,444.0,,261.0,32.0,,6.0,,,,,93.0,,,33.55,20.71,3.91,59.71,,35.13,8.97,,0.78,,,,,12.48,
Indiana,2015,26+,,436.0,280.0,36.0,2263.0,,1121.0,7.0,,9.0,,,,,218.0,,,10.4,6.67,0.86,54.01,,26.75,0.33,,0.21,,,,,5.21,
Indiana,2016,12+,549.0,733.0,481.0,73.0,2774.0,1287.0,1254.0,66.0,184.0,24.0,,270.0,136.0,42.0,294.0,391.0,10.0,13.35,8.75,1.32,50.48,23.43,22.82,2.15,3.35,0.43,,4.92,2.47,0.77,5.36,7.12
Indiana,2016,12-17,46.0,73.0,39.0,3.0,50.0,30.0,30.0,26.0,16.0,0.0,,25.0,17.0,3.0,11.0,23.0,8.56,13.47,7.23,0.53,9.32,5.62,5.6,5.55,2.9,0.07,,4.57,3.13,0.57,2.07,4.23
Indiana,2016,18+,503.0,661.0,442.0,70.0,2724.0,1257.0,1224.0,40.0,168.0,23.0,,246.0,119.0,39.0,283.0,368.0,10.15,13.33,8.91,1.41,54.97,25.37,24.7,1.52,3.4,0.47,,4.96,2.4,0.79,5.72,7.43
Indiana,2016,18-25,162.0,226.0,146.0,29.0,442.0,282.0,210.0,31.0,54.0,6.0,,73.0,44.0,9.0,85.0,110.0,21.86,30.41,19.6,3.94,59.42,37.97,28.32,7.88,7.3,0.86,,9.86,5.89,1.17,11.44,14.81
Indiana,2016,26+,341.0,435.0,296.0,40.0,2282.0,975.0,1013.0,9.0,114.0,17.0,,172.0,75.0,30.0,198.0,258.0,8.09,10.32,7.03,0.96,54.18,23.14,24.06,0.4,2.71,0.4,,4.09,1.78,0.72,4.71,6.13
Indiana,2017,12+,621.0,796.0,513.0,105.0,2755.0,1273.0,1180.0,71.0,208.0,35.0,32.0,266.0,137.0,41.0,289.0,395.0,11.24,14.42,9.29,1.9,49.89,23.06,21.37,2.43,3.76,0.64,0.58,4.83,2.48,0.74,5.24,7.14
Indiana,2017,12-17,41.0,72.0,35.0,3.0,50.0,27.0,25.0,28.0,13.0,0.0,1.0,20.0,14.0,3.0,9.0,18.0,7.58,13.31,6.51,0.55,9.21,5.09,4.55,6.03,2.34,0.07,0.19,3.69,2.52,0.49,1.58,3.29
Indiana,2017,18+,580.0,725.0,478.0,102.0,2705.0,1246.0,1155.0,43.0,195.0,35.0,31.0,247.0,123.0,38.0,281.0,377.0,11.64,14.54,9.59,2.05,54.29,25.0,23.18,1.73,3.91,0.7,0.62,4.95,2.47,0.77,5.63,7.56
Indiana,2017,18-25,176.0,251.0,154.0,42.0,444.0,284.0,180.0,33.0,60.0,9.0,9.0,65.0,46.0,9.0,79.0,108.0,23.72,33.87,20.7,5.72,59.83,38.24,24.26,8.83,8.07,1.26,1.21,8.82,6.22,1.23,10.69,14.61
Indiana,2017,26+,404.0,473.0,324.0,60.0,2261.0,962.0,975.0,10.0,135.0,25.0,22.0,181.0,77.0,29.0,201.0,268.0,9.53,11.16,7.65,1.41,53.32,22.69,23.0,0.48,3.19,0.6,0.52,4.27,1.82,0.69,4.75,6.33
Indiana,2018,12+,658.0,867.0,567.0,119.0,2793.0,1357.0,1222.0,70.0,209.0,27.0,48.0,249.0,165.0,40.0,266.0,389.0,11.85,15.61,10.2,2.14,50.3,24.43,22.01,2.58,3.76,0.49,0.86,4.49,2.96,0.73,4.79,7.0
Indiana,2018,12-17,42.0,70.0,36.0,3.0,50.0,27.0,19.0,28.0,14.0,0.0,2.0,16.0,14.0,2.0,8.0,18.0,7.79,13.01,6.77,0.63,9.25,5.06,3.47,5.98,2.59,0.07,0.29,2.94,2.67,0.42,1.43,3.37
Indiana,2018,18+,616.0,797.0,530.0,115.0,2743.0,1330.0,1204.0,42.0,195.0,27.0,46.0,233.0,150.0,38.0,258.0,371.0,12.28,15.89,10.57,2.3,54.7,26.51,24.0,1.9,3.89,0.54,0.92,4.65,3.0,0.76,5.15,7.39
Indiana,2018,18-25,182.0,264.0,169.0,48.0,443.0,273.0,184.0,33.0,57.0,6.0,13.0,51.0,57.0,8.0,75.0,110.0,24.66,35.8,22.85,6.53,59.99,37.01,24.96,9.67,7.79,0.86,1.77,6.86,7.72,1.07,10.11,14.96
Indiana,2018,26+,434.0,533.0,362.0,67.0,2300.0,1056.0,1020.0,9.0,138.0,21.0,33.0,183.0,93.0,30.0,184.0,260.0,10.15,12.46,8.46,1.57,53.79,24.7,23.84,0.52,3.22,0.48,0.77,4.27,2.18,0.71,4.3,6.08
